Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Weight Unit,Status
mc-0603297,Двуместен диван NORD светло бежов плат 170x91x75 см,"<p><strong>Канапе 2-местен за вътрешна употреба NORD—СВЕТЛО БЕЖОВО</strong></p><br />
<p>Канапето NORD е елегантен и вечен избор за съвременни дневни, както като самостоятелен елемент, така и като втори диван в комплект. Изчистеният му дизайн с чисти, непрекъснати линии и много ниски крака създава усещане за комфорт и баланс в пространството. Обшивката от качествен релефен плат в светъл СВЕТЛО БЕЖОВ цвят предлага модерен вид и лесно се съчетава с различни стилове на декорация. Компактните му размери осигуряват удобно сядане за 2 души, а двата декоративни възглавници допълват идеално визията и комфорта.</p><br />
________________________________________<br />
<p><strong>Размери:</strong><br />
170x91x75В см.</p><br />
________________________________________<br />
<p><strong>Поддръжка:</strong><br />
Канапето се почиства лесно с прахосмукачка, използвайки специалната приставка за платове, за да се премахне прахът. За малки петна се препоръчва почистване с леко влажна кърпа и мек почистващ препарат за платове. Избягвайте използването на силни химикали и продължително излагане на пряка слънчева светлина, за да се запази текстурата и цветът на плата.</p><br />
________________________________________<br />
<p><strong>Какво харесваме:</strong></p>
<ul>
<li><strong>Минималистичният и вечен дизайн, който лесно се вписва във всяка дневна.</strong></li>
<li><strong>Качествената релефна платнена обшивка, която предлага елегантна текстура и модерен вид.</strong></li>
<li><strong>Компактните размери, осигуряващи комфортно сядане за 2 души.</strong></li>
<li><strong>Двата декоративни възглавници, които допълват естетически цялостта.</strong></li>
</ul><br />
________________________________________<br />
<p><strong>Канапето NORD е модерен двуместен диван за дневна с релефен плат и минималистичен дизайн. Балансираните му пропорции създават елегантно и удобно място за отдих във всяка съвременна дневна. Идеален за модерна, минималистична и съвременна дневна, той предлага стил, комфорт и вечна естетика в пространството.</strong></p><br />
<p><strong>Цветовото представяне на продукта може да се различава леко от фотографското изображение на вашия екран.</strong></p>",Europe,[L] Εσωτερικός χώρος > [L] Σαλόνια - γωνίες,[L] Σαλόνια - γωνίες,,FALSE,Title,Default Title,0603297,shopify,4,deny,manual,599,778.7,TRUE,TRUE,5208067215183,https://www.b2bmarkt.gr/img/prd/o/76503/kanapes-2-thesios-fb9332202-anoichto-mpe-2.jpg,3,Диван 2-местен NORD HM3322.02 светло бежов плат 170x91x75Всм - снимка 3,FALSE,Двуместен диван NORD HM3322.02 светлобежов плат 170x91x75 см,Двуместен диван NORD HM3322.02 светлобежов плат - Двуместен диван за вътрешна употреба NORD — СВЕТЛОБЕЖОВ,kg,draft
mc-0603308,Триместен диван ARCTIS сив плат 229x88x88 см,"<p><strong>Канапе 3-местен ARCTIS – Минималистичен дизайн с релефна сива материя</strong></p><br />
<p><strong>Описание на продукта:</strong></p>
<p>3-местният канапе ARCTIS е върховото изражение на съвременния минимализъм. С характерните си органични извивки и цялостната облегалка, която обгръща тялото, той предлага усещане за лукс и спокойствие във вашия хол. Обшивката от висококачествена сива материя с уникална текстура придава дълбочина и характер, превръщайки ARCTIS в централния елемент на всеки модерен дом.</p><br />
<p>________________________________________</p>
<p><strong>Основни характеристики и размери:</strong></p>
<ul>
<li><strong>Дизайн:</strong> Цялостна облегалка с подлакътници с извита форма.</li>
<li><strong>Крака:</strong> Много ниски черни крака, които подчертават нископрофилния, модерен вид.</li>
<li><strong>Аксесоари:</strong> Включва 2 декоративни възглавнички от същата релефна материя.</li>
<li><strong>Размери:</strong> 229x88x88В см.</li>
<li><strong>Размери на седалката:</strong> 180x58 см.</li>
<li><strong>Размери на облегалката:</strong> 180x30 см.</li>
<li><strong>Височина на седалката:</strong> 40 см.</li>
<li><strong>Височина на подлакътниците:</strong> 68 см.</li>
</ul>
<p>________________________________________</p>
<p><strong>Материали:</strong></p>
<ul>
<li><strong>Рамка:</strong> Подсилена рамка за дълготрайна здравина и стабилност.</li>
<li><strong>Текстил:</strong> Здрава сива материя с плетка, устойчива на ежедневна употреба.</li>
<li><strong>Пълнеж:</strong> Пяна с висока плътност за запазване формата на извивките.</li>
</ul>
<p>________________________________________</p>
<p><strong>Инструкции за поддръжка:</strong></p>
<ul>
<li>Използвайте прахосмукачка с подходящ накрайник за текстил за премахване на прах.</li>
<li>При петна почиствайте локално с влажна кърпа и мек почистващ препарат, без търкане.</li>
<li>Редовно обръщайте декоративните възглавнички за равномерна употреба.</li>
</ul>
<p>________________________________________</p>
<br />
<p><strong>** Цветовото представяне на продукта може да се различава леко от фотографското изображение на вашия екран.</strong></p>",Europe,[L] Εσωτερικός χώρος > [L] Σαλόνια - γωνίες,[L] Σαλόνια - γωνίες,,FALSE,Title,Default Title,0603308,shopify,10,deny,manual,699,908.7,TRUE,TRUE,5208067215374,https://www.b2bmarkt.gr/img/prd/o/76504/kanapes-3-thesios-fb9332701-gkri-yfasma-.jpg,1,ТРИМЕСТЕН ДИВАН ARCTIS HM3327.01 СИВ ПЛАТ 229x88x88Всм - снимка 1,FALSE,3-местен диван ARCTIS HM3327.01 сив плат 229x88x88 см,"3-местен диван ARCTIS HM3327.01 сив плат 229x - 3-местен диван ARCTIS – минималистичен дизайн с релефен сив плат<br />
Описание на продукта:<br />
О ",kg,draft
mc-0603308,Триместен диван ARCTIS сив плат 229x88x88 см,"<p><strong>Канапе 3-местен ARCTIS – Минималистичен дизайн с релефна сива материя</strong></p><br />
<p><strong>Описание на продукта:</strong></p>
<p>3-местният канапе ARCTIS е върховото изражение на съвременния минимализъм. С характерните си органични извивки и цялостната облегалка, която обгръща тялото, той предлага усещане за лукс и спокойствие във вашия хол. Обшивката от висококачествена сива материя с уникална текстура придава дълбочина и характер, превръщайки ARCTIS в централния елемент на всеки модерен дом.</p><br />
<p>________________________________________</p>
<p><strong>Основни характеристики и размери:</strong></p>
<ul>
<li><strong>Дизайн:</strong> Цялостна облегалка с подлакътници с извита форма.</li>
<li><strong>Крака:</strong> Много ниски черни крака, които подчертават нископрофилния, модерен вид.</li>
<li><strong>Аксесоари:</strong> Включва 2 декоративни възглавнички от същата релефна материя.</li>
<li><strong>Размери:</strong> 229x88x88В см.</li>
<li><strong>Размери на седалката:</strong> 180x58 см.</li>
<li><strong>Размери на облегалката:</strong> 180x30 см.</li>
<li><strong>Височина на седалката:</strong> 40 см.</li>
<li><strong>Височина на подлакътниците:</strong> 68 см.</li>
</ul>
<p>________________________________________</p>
<p><strong>Материали:</strong></p>
<ul>
<li><strong>Рамка:</strong> Подсилена рамка за дълготрайна здравина и стабилност.</li>
<li><strong>Текстил:</strong> Здрава сива материя с плетка, устойчива на ежедневна употреба.</li>
<li><strong>Пълнеж:</strong> Пяна с висока плътност за запазване формата на извивките.</li>
</ul>
<p>________________________________________</p>
<p><strong>Инструкции за поддръжка:</strong></p>
<ul>
<li>Използвайте прахосмукачка с подходящ накрайник за текстил за премахване на прах.</li>
<li>При петна почиствайте локално с влажна кърпа и мек почистващ препарат, без търкане.</li>
<li>Редовно обръщайте декоративните възглавнички за равномерна употреба.</li>
</ul>
<p>________________________________________</p>
<br />
<p><strong>** Цветовото представяне на продукта може да се различава леко от фотографското изображение на вашия екран.</strong></p>",Europe,[L] Εσωτερικός χώρος > [L] Σαλόνια - γωνίες,[L] Σαλόνια - γωνίες,,FALSE,Title,Default Title,0603308,shopify,10,deny,manual,699,908.7,TRUE,TRUE,5208067215374,https://www.b2bmarkt.gr/img/prd/o/76504/kanapes-3-thesios-fb9332701-gkri-yfasma--1.jpg,2,ТРИМЕСТЕН ДИВАН ARCTIS HM3327.01 СИВ ПЛАТ 229x88x88Всм - снимка 2,FALSE,3-местен диван ARCTIS HM3327.01 сив плат 229x88x88 см,"3-местен диван ARCTIS HM3327.01 сив плат 229x - 3-местен диван ARCTIS – минималистичен дизайн с релефен сив плат<br />
Описание на продукта:<br />
О ",kg,draft
mc-0603308,Триместен диван ARCTIS сив плат 229x88x88 см,"<p><strong>Канапе 3-местен ARCTIS – Минималистичен дизайн с релефна сива материя</strong></p><br />
<p><strong>Описание на продукта:</strong></p>
<p>3-местният канапе ARCTIS е върховото изражение на съвременния минимализъм. С характерните си органични извивки и цялостната облегалка, която обгръща тялото, той предлага усещане за лукс и спокойствие във вашия хол. Обшивката от висококачествена сива материя с уникална текстура придава дълбочина и характер, превръщайки ARCTIS в централния елемент на всеки модерен дом.</p><br />
<p>________________________________________</p>
<p><strong>Основни характеристики и размери:</strong></p>
<ul>
<li><strong>Дизайн:</strong> Цялостна облегалка с подлакътници с извита форма.</li>
<li><strong>Крака:</strong> Много ниски черни крака, които подчертават нископрофилния, модерен вид.</li>
<li><strong>Аксесоари:</strong> Включва 2 декоративни възглавнички от същата релефна материя.</li>
<li><strong>Размери:</strong> 229x88x88В см.</li>
<li><strong>Размери на седалката:</strong> 180x58 см.</li>
<li><strong>Размери на облегалката:</strong> 180x30 см.</li>
<li><strong>Височина на седалката:</strong> 40 см.</li>
<li><strong>Височина на подлакътниците:</strong> 68 см.</li>
</ul>
<p>________________________________________</p>
<p><strong>Материали:</strong></p>
<ul>
<li><strong>Рамка:</strong> Подсилена рамка за дълготрайна здравина и стабилност.</li>
<li><strong>Текстил:</strong> Здрава сива материя с плетка, устойчива на ежедневна употреба.</li>
<li><strong>Пълнеж:</strong> Пяна с висока плътност за запазване формата на извивките.</li>
</ul>
<p>________________________________________</p>
<p><strong>Инструкции за поддръжка:</strong></p>
<ul>
<li>Използвайте прахосмукачка с подходящ накрайник за текстил за премахване на прах.</li>
<li>При петна почиствайте локално с влажна кърпа и мек почистващ препарат, без търкане.</li>
<li>Редовно обръщайте декоративните възглавнички за равномерна употреба.</li>
</ul>
<p>________________________________________</p>
<br />
<p><strong>** Цветовото представяне на продукта може да се различава леко от фотографското изображение на вашия екран.</strong></p>",Europe,[L] Εσωτερικός χώρος > [L] Σαλόνια - γωνίες,[L] Σαλόνια - γωνίες,,FALSE,Title,Default Title,0603308,shopify,10,deny,manual,699,908.7,TRUE,TRUE,5208067215374,https://www.b2bmarkt.gr/img/prd/o/76504/kanapes-3-thesios-fb9332701-gkri-yfasma--2.jpg,3,ТРИМЕСТЕН ДИВАН ARCTIS HM3327.01 СИВ ПЛАТ 229x88x88Всм - снимка 3,FALSE,3-местен диван ARCTIS HM3327.01 сив плат 229x88x88 см,"3-местен диван ARCTIS HM3327.01 сив плат 229x - 3-местен диван ARCTIS – минималистичен дизайн с релефен сив плат<br />
Описание на продукта:<br />
О ",kg,draft
mc-0603310,"Триместен диван ARCTIS, светлобежов плат, 229x88x88 см","<p><strong>Канапе 3-местен ARCTIS – Минималистичен дизайн с релефна светлобежова материя</strong></p><p>Описание на продукта:</p><p>3-местният канапе ARCTIS е върховото изражение на съвременния минимализъм. С характерните си органични извивки и цялостната облегалка, която обгръща тялото, той предлага усещане за лукс и спокойствие във вашата дневна. Обшивката от висококачествена светлобежова материя с уникална текстура придава дълбочина и характер, превръщайки ARCTIS в централния елемент на всеки модерен дом.</p><p>________________________________________</p><p>Основни характеристики и размери:</p><ul><li><strong>Дизайн:</strong> Цялостна облегалка с извити подлакътници.</li><li><strong>Крака:</strong> Много ниски черни крака, които подчертават нископрофилния, модерен вид.</li><li><strong>Аксесоари:</strong> Включва 2 декоративни възглавнички от същата релефна материя.</li><li><strong>Размери:</strong></li></ul><ul><li>229x88x88В см</li><li>Размери на седалката: 180x58 см</li><li>Размери на облегалката: 180x30 см</li><li>Височина на седалката: 40 см</li><li>Височина на подлакътниците: 68 см</li></ul><p>________________________________________</p><p>Материален състав:</p><ul><li><strong>Рамка:</strong> Подсилена рамка за дълготрайна здравина и стабилност.</li><li><strong>Материя:</strong> Здрава светлобежова материя с плетка, устойчива на ежедневна употреба.</li><li><strong>Пълнеж:</strong> Пяна с висока плътност за запазване формата на извивките.</li></ul><p>________________________________________</p><p>Инструкции за поддръжка:</p><ul><li>Използвайте прахосмукачка с подходящ накрайник за тъкани за премахване на прах.</li><li>При петна почиствайте локално с влажна кърпа и мек почистващ препарат, без търкане.</li><li>Редовно обръщайте декоративните възглавнички за равномерна употреба.</li></ul><p>________________________________________</p><p><br /><strong>Забележка:</strong> Цветовото представяне на продукта може леко да се различава от фотографското изображение на вашия екран.</p>",Europe,[L] Εσωτερικός χώρος > [L] Σαλόνια - γωνίες,[L] Σαλόνια - γωνίες,,FALSE,Title,Default Title,0603310,shopify,8,deny,manual,699,908.7,TRUE,TRUE,5208067215398,https://www.b2bmarkt.gr/img/prd/o/76505/kanapes-3-thesios-fb9332702-anoichto-mpe.jpg,1,ТРИМЕСТЕН ДИВАН ARCTIS HM3327.02 СВЕТЛО БЕЖОВ ПЛАТ 229x88x88См - снимка 1,FALSE,Триместен диван ARCTIS HM3327.02 светлобежов плат 229x88x88 см,"3-местен диван ARCTIS HM3327.02 в светло бежов релефен плат – минималистичен дизайн, удобство и стил за вашия дом.",kg,draft
mc-0603310,"Триместен диван ARCTIS, светлобежов плат, 229x88x88 см","<p><strong>Канапе 3-местен ARCTIS – Минималистичен дизайн с релефна светлобежова материя</strong></p><p>Описание на продукта:</p><p>3-местният канапе ARCTIS е върховото изражение на съвременния минимализъм. С характерните си органични извивки и цялостната облегалка, която обгръща тялото, той предлага усещане за лукс и спокойствие във вашата дневна. Обшивката от висококачествена светлобежова материя с уникална текстура придава дълбочина и характер, превръщайки ARCTIS в централния елемент на всеки модерен дом.</p><p>________________________________________</p><p>Основни характеристики и размери:</p><ul><li><strong>Дизайн:</strong> Цялостна облегалка с извити подлакътници.</li><li><strong>Крака:</strong> Много ниски черни крака, които подчертават нископрофилния, модерен вид.</li><li><strong>Аксесоари:</strong> Включва 2 декоративни възглавнички от същата релефна материя.</li><li><strong>Размери:</strong></li></ul><ul><li>229x88x88В см</li><li>Размери на седалката: 180x58 см</li><li>Размери на облегалката: 180x30 см</li><li>Височина на седалката: 40 см</li><li>Височина на подлакътниците: 68 см</li></ul><p>________________________________________</p><p>Материален състав:</p><ul><li><strong>Рамка:</strong> Подсилена рамка за дълготрайна здравина и стабилност.</li><li><strong>Материя:</strong> Здрава светлобежова материя с плетка, устойчива на ежедневна употреба.</li><li><strong>Пълнеж:</strong> Пяна с висока плътност за запазване формата на извивките.</li></ul><p>________________________________________</p><p>Инструкции за поддръжка:</p><ul><li>Използвайте прахосмукачка с подходящ накрайник за тъкани за премахване на прах.</li><li>При петна почиствайте локално с влажна кърпа и мек почистващ препарат, без търкане.</li><li>Редовно обръщайте декоративните възглавнички за равномерна употреба.</li></ul><p>________________________________________</p><p><br /><strong>Забележка:</strong> Цветовото представяне на продукта може леко да се различава от фотографското изображение на вашия екран.</p>",Europe,[L] Εσωτερικός χώρος > [L] Σαλόνια - γωνίες,[L] Σαλόνια - γωνίες,,FALSE,Title,Default Title,0603310,shopify,8,deny,manual,699,908.7,TRUE,TRUE,5208067215398,https://www.b2bmarkt.gr/img/prd/o/76505/kanapes-3-thesios-fb9332702-anoichto-mpe-1.jpg,2,ТРИМЕСТЕН ДИВАН ARCTIS HM3327.02 СВЕТЛО БЕЖОВ ПЛАТ 229x88x88См - снимка 2,FALSE,Триместен диван ARCTIS HM3327.02 светлобежов плат 229x88x88 см,"3-местен диван ARCTIS HM3327.02 в светло бежов релефен плат – минималистичен дизайн, удобство и стил за вашия дом.",kg,draft
mc-0603310,"Триместен диван ARCTIS, светлобежов плат, 229x88x88 см","<p><strong>Канапе 3-местен ARCTIS – Минималистичен дизайн с релефна светлобежова материя</strong></p><p>Описание на продукта:</p><p>3-местният канапе ARCTIS е върховото изражение на съвременния минимализъм. С характерните си органични извивки и цялостната облегалка, която обгръща тялото, той предлага усещане за лукс и спокойствие във вашата дневна. Обшивката от висококачествена светлобежова материя с уникална текстура придава дълбочина и характер, превръщайки ARCTIS в централния елемент на всеки модерен дом.</p><p>________________________________________</p><p>Основни характеристики и размери:</p><ul><li><strong>Дизайн:</strong> Цялостна облегалка с извити подлакътници.</li><li><strong>Крака:</strong> Много ниски черни крака, които подчертават нископрофилния, модерен вид.</li><li><strong>Аксесоари:</strong> Включва 2 декоративни възглавнички от същата релефна материя.</li><li><strong>Размери:</strong></li></ul><ul><li>229x88x88В см</li><li>Размери на седалката: 180x58 см</li><li>Размери на облегалката: 180x30 см</li><li>Височина на седалката: 40 см</li><li>Височина на подлакътниците: 68 см</li></ul><p>________________________________________</p><p>Материален състав:</p><ul><li><strong>Рамка:</strong> Подсилена рамка за дълготрайна здравина и стабилност.</li><li><strong>Материя:</strong> Здрава светлобежова материя с плетка, устойчива на ежедневна употреба.</li><li><strong>Пълнеж:</strong> Пяна с висока плътност за запазване формата на извивките.</li></ul><p>________________________________________</p><p>Инструкции за поддръжка:</p><ul><li>Използвайте прахосмукачка с подходящ накрайник за тъкани за премахване на прах.</li><li>При петна почиствайте локално с влажна кърпа и мек почистващ препарат, без търкане.</li><li>Редовно обръщайте декоративните възглавнички за равномерна употреба.</li></ul><p>________________________________________</p><p><br /><strong>Забележка:</strong> Цветовото представяне на продукта може леко да се различава от фотографското изображение на вашия екран.</p>",Europe,[L] Εσωτερικός χώρος > [L] Σαλόνια - γωνίες,[L] Σαλόνια - γωνίες,,FALSE,Title,Default Title,0603310,shopify,8,deny,manual,699,908.7,TRUE,TRUE,5208067215398,https://www.b2bmarkt.gr/img/prd/o/76505/kanapes-3-thesios-fb9332702-anoichto-mpe-2.jpg,3,ТРИМЕСТЕН ДИВАН ARCTIS HM3327.02 СВЕТЛО БЕЖОВ ПЛАТ 229x88x88См - снимка 3,FALSE,Триместен диван ARCTIS HM3327.02 светлобежов плат 229x88x88 см,"3-местен диван ARCTIS HM3327.02 в светло бежов релефен плат – минималистичен дизайн, удобство и стил за вашия дом.",kg,draft
mc-0603310,"Триместен диван ARCTIS, светлобежов плат, 229x88x88 см","<p><strong>Канапе 3-местен ARCTIS – Минималистичен дизайн с релефна светлобежова материя</strong></p><p>Описание на продукта:</p><p>3-местният канапе ARCTIS е върховото изражение на съвременния минимализъм. С характерните си органични извивки и цялостната облегалка, която обгръща тялото, той предлага усещане за лукс и спокойствие във вашата дневна. Обшивката от висококачествена светлобежова материя с уникална текстура придава дълбочина и характер, превръщайки ARCTIS в централния елемент на всеки модерен дом.</p><p>________________________________________</p><p>Основни характеристики и размери:</p><ul><li><strong>Дизайн:</strong> Цялостна облегалка с извити подлакътници.</li><li><strong>Крака:</strong> Много ниски черни крака, които подчертават нископрофилния, модерен вид.</li><li><strong>Аксесоари:</strong> Включва 2 декоративни възглавнички от същата релефна материя.</li><li><strong>Размери:</strong></li></ul><ul><li>229x88x88В см</li><li>Размери на седалката: 180x58 см</li><li>Размери на облегалката: 180x30 см</li><li>Височина на седалката: 40 см</li><li>Височина на подлакътниците: 68 см</li></ul><p>________________________________________</p><p>Материален състав:</p><ul><li><strong>Рамка:</strong> Подсилена рамка за дълготрайна здравина и стабилност.</li><li><strong>Материя:</strong> Здрава светлобежова материя с плетка, устойчива на ежедневна употреба.</li><li><strong>Пълнеж:</strong> Пяна с висока плътност за запазване формата на извивките.</li></ul><p>________________________________________</p><p>Инструкции за поддръжка:</p><ul><li>Използвайте прахосмукачка с подходящ накрайник за тъкани за премахване на прах.</li><li>При петна почиствайте локално с влажна кърпа и мек почистващ препарат, без търкане.</li><li>Редовно обръщайте декоративните възглавнички за равномерна употреба.</li></ul><p>________________________________________</p><p><br /><strong>Забележка:</strong> Цветовото представяне на продукта може леко да се различава от фотографското изображение на вашия екран.</p>",Europe,[L] Εσωτερικός χώρος > [L] Σαλόνια - γωνίες,[L] Σαλόνια - γωνίες,,FALSE,Title,Default Title,0603310,shopify,8,deny,manual,699,908.7,TRUE,TRUE,5208067215398,https://www.b2bmarkt.gr/img/prd/o/76505/kanapes-3-thesios-fb9332702-anoichto-mpe-3.jpg,4,ТРИМЕСТЕН ДИВАН ARCTIS HM3327.02 СВЕТЛО БЕЖОВ ПЛАТ 229x88x88См - снимка 4,FALSE,Триместен диван ARCTIS HM3327.02 светлобежов плат 229x88x88 см,"3-местен диван ARCTIS HM3327.02 в светло бежов релефен плат – минималистичен дизайн, удобство и стил за вашия дом.",kg,draft
mc-0603310,"Триместен диван ARCTIS, светлобежов плат, 229x88x88 см","<p><strong>Канапе 3-местен ARCTIS – Минималистичен дизайн с релефна светлобежова материя</strong></p><p>Описание на продукта:</p><p>3-местният канапе ARCTIS е върховото изражение на съвременния минимализъм. С характерните си органични извивки и цялостната облегалка, която обгръща тялото, той предлага усещане за лукс и спокойствие във вашата дневна. Обшивката от висококачествена светлобежова материя с уникална текстура придава дълбочина и характер, превръщайки ARCTIS в централния елемент на всеки модерен дом.</p><p>________________________________________</p><p>Основни характеристики и размери:</p><ul><li><strong>Дизайн:</strong> Цялостна облегалка с извити подлакътници.</li><li><strong>Крака:</strong> Много ниски черни крака, които подчертават нископрофилния, модерен вид.</li><li><strong>Аксесоари:</strong> Включва 2 декоративни възглавнички от същата релефна материя.</li><li><strong>Размери:</strong></li></ul><ul><li>229x88x88В см</li><li>Размери на седалката: 180x58 см</li><li>Размери на облегалката: 180x30 см</li><li>Височина на седалката: 40 см</li><li>Височина на подлакътниците: 68 см</li></ul><p>________________________________________</p><p>Материален състав:</p><ul><li><strong>Рамка:</strong> Подсилена рамка за дълготрайна здравина и стабилност.</li><li><strong>Материя:</strong> Здрава светлобежова материя с плетка, устойчива на ежедневна употреба.</li><li><strong>Пълнеж:</strong> Пяна с висока плътност за запазване формата на извивките.</li></ul><p>________________________________________</p><p>Инструкции за поддръжка:</p><ul><li>Използвайте прахосмукачка с подходящ накрайник за тъкани за премахване на прах.</li><li>При петна почиствайте локално с влажна кърпа и мек почистващ препарат, без търкане.</li><li>Редовно обръщайте декоративните възглавнички за равномерна употреба.</li></ul><p>________________________________________</p><p><br /><strong>Забележка:</strong> Цветовото представяне на продукта може леко да се различава от фотографското изображение на вашия екран.</p>",Europe,[L] Εσωτερικός χώρος > [L] Σαλόνια - γωνίες,[L] Σαλόνια - γωνίες,,FALSE,Title,Default Title,0603310,shopify,8,deny,manual,699,908.7,TRUE,TRUE,5208067215398,https://www.b2bmarkt.gr/img/prd/o/76505/kanapes-3-thesios-fb9332702-anoichto-mpe-4.jpg,5,ТРИМЕСТЕН ДИВАН ARCTIS HM3327.02 СВЕТЛО БЕЖОВ ПЛАТ 229x88x88См - снимка 5,FALSE,Триместен диван ARCTIS HM3327.02 светлобежов плат 229x88x88 см,"3-местен диван ARCTIS HM3327.02 в светло бежов релефен плат – минималистичен дизайн, удобство и стил за вашия дом.",kg,draft
mc-0603309,Двуместен диван ARCTIS сив плат 169x88x88 см,"<p><strong>Канапе 2-местен ARCTIS – Минималистичен дизайн с релефна сива материя</strong></p><br /><p><strong>Описание на продукта:</strong><br />Двуместният канапе ARCTIS е върховото изражение на съвременния минимализъм. С характерните си органични извивки и цялостната облегалка, която обгръща тялото, той предлага усещане за лукс и спокойствие във вашата дневна. Обшивката от висококачествена сива материя с уникална текстура придава дълбочина и характер, превръщайки ARCTIS в централния елемент на всеки модерен дом.</p><br /><ul><li><strong>Дизайн:</strong> Цялостна облегалка с извити подлакътници.</li><li><strong>Крака:</strong> Много ниски черни крака, които подчертават нископрофилния, модерен вид.</li><li><strong>Аксесоари:</strong> Включва 2 декоративни възглавнички от същата релефна материя.</li><li><strong>Размери:</strong> 169x88x88Y см.<br />Размери на седалката: 122x55 см.<br />Размери на облегалката: 122x30 см.<br />Височина на седалката: 40 см.<br />Височина на подлакътниците: 68 см.</li></ul><br /><p><strong>Материали:</strong><br />Усилена конструкция за дълготрайна здравина и стабилност.<br />Издръжлива сива материя с плетка, устойчива на ежедневна употреба.<br />Пълнеж от високоплътна пяна за запазване на формата на извивките.</p><br /><p><strong>Инструкции за поддръжка:</strong><br />Използвайте прахосмукачка с подходящ накрайник за тъкани за премахване на прах.<br />При петна почиствайте локално с влажна кърпа и мек почистващ препарат, без търкане.<br />Редовно обръщайте декоративните възглавнички за равномерна употреба.</p><br />** Цветовото представяне на продукта може леко да се различава от фотографското изображение на вашия екран.",Europe,[L] Εσωτερικός χώρος > [L] Σαλόνια - γωνίες,[L] Σαλόνια - γωνίες,,FALSE,Title,Default Title,0603309,shopify,5,deny,manual,580,754,TRUE,TRUE,5208067215381,https://www.b2bmarkt.gr/img/prd/o/76506/kanapes-2-thesios-fb9332801-gkri-yfasma-.jpg,1,Диван 2-местен ARCTIS HM3328.01 сив плат 169x88x88Всм - снимка 1,FALSE,Двуместен диван ARCTIS HM3328.01 сив плат 169x88x88 см,"Двуместен диван ARCTIS HM3328.01 в сив релефен плат 169x88x88 см – минималистичен дизайн, удобство и стил за вашия дом.",kg,draft
mc-0603309,Двуместен диван ARCTIS сив плат 169x88x88 см,"<p><strong>Канапе 2-местен ARCTIS – Минималистичен дизайн с релефна сива материя</strong></p><br /><p><strong>Описание на продукта:</strong><br />Двуместният канапе ARCTIS е върховото изражение на съвременния минимализъм. С характерните си органични извивки и цялостната облегалка, която обгръща тялото, той предлага усещане за лукс и спокойствие във вашата дневна. Обшивката от висококачествена сива материя с уникална текстура придава дълбочина и характер, превръщайки ARCTIS в централния елемент на всеки модерен дом.</p><br /><ul><li><strong>Дизайн:</strong> Цялостна облегалка с извити подлакътници.</li><li><strong>Крака:</strong> Много ниски черни крака, които подчертават нископрофилния, модерен вид.</li><li><strong>Аксесоари:</strong> Включва 2 декоративни възглавнички от същата релефна материя.</li><li><strong>Размери:</strong> 169x88x88Y см.<br />Размери на седалката: 122x55 см.<br />Размери на облегалката: 122x30 см.<br />Височина на седалката: 40 см.<br />Височина на подлакътниците: 68 см.</li></ul><br /><p><strong>Материали:</strong><br />Усилена конструкция за дълготрайна здравина и стабилност.<br />Издръжлива сива материя с плетка, устойчива на ежедневна употреба.<br />Пълнеж от високоплътна пяна за запазване на формата на извивките.</p><br /><p><strong>Инструкции за поддръжка:</strong><br />Използвайте прахосмукачка с подходящ накрайник за тъкани за премахване на прах.<br />При петна почиствайте локално с влажна кърпа и мек почистващ препарат, без търкане.<br />Редовно обръщайте декоративните възглавнички за равномерна употреба.</p><br />** Цветовото представяне на продукта може леко да се различава от фотографското изображение на вашия екран.",Europe,[L] Εσωτερικός χώρος > [L] Σαλόνια - γωνίες,[L] Σαλόνια - γωνίες,,FALSE,Title,Default Title,0603309,shopify,5,deny,manual,580,754,TRUE,TRUE,5208067215381,https://www.b2bmarkt.gr/img/prd/o/76506/kanapes-2-thesios-fb9332801-gkri-yfasma--1.jpg,2,Диван 2-местен ARCTIS HM3328.01 сив плат 169x88x88Всм - снимка 2,FALSE,Двуместен диван ARCTIS HM3328.01 сив плат 169x88x88 см,"Двуместен диван ARCTIS HM3328.01 в сив релефен плат 169x88x88 см – минималистичен дизайн, удобство и стил за вашия дом.",kg,draft
